year,qtr,origin,dest,pc_hawaiian,pc_aloha,pc_go,pc_island,pc_other,mf_hawaiian,mf_aloha,mf_go,mf_island,mf_other
2001,4,ITO,LIH,32,41,0,0,0,56.495,60.99,NA,NA,NA
2002,1,HNL,OGG,786,505,0,0,14,70,60,NA,NA,53
2002,1,HNL,KOA,610,503,0,0,2,67.365,59.99,NA,NA,155.005
2002,1,HNL,LIH,624,406,0,0,0,64.5,56,NA,NA,NA
2002,1,HNL,ITO,388,273,0,0,1,66.01,57.5,NA,NA,157
2002,1,OGG,HNL,793,497,0,1,5,70,60,NA,74.5,54
2002,1,OGG,KOA,286,8,0,0,0,62.945,59.03,NA,NA,NA
2002,1,OGG,LIH,269,271,0,0,0,65.99,73,NA,NA,NA
2002,1,OGG,ITO,208,0,0,0,0,61,NA,NA,NA,NA
2002,1,KOA,HNL,661,509,0,0,0,70,60.99,NA,NA,NA
2002,1,KOA,OGG,177,3,0,0,0,74,65,NA,NA,NA
2002,1,KOA,LIH,104,90,0,0,1,57.995,73.01,NA,NA,134.99
2002,1,KOA,ITO,0,0,0,0,0,NA,NA,NA,NA,NA
2002,1,LIH,HNL,562,382,0,0,0,65.5,57,NA,NA,NA
2002,1,LIH,OGG,208,256,0,0,0,67.545,72.44,NA,NA,NA
2002,1,LIH,KOA,28,94,0,0,0,67.99,66.245,NA,NA,NA
2002,1,LIH,ITO,48,40,0,0,0,56,56,NA,NA,NA
2002,1,ITO,HNL,352,261,0,0,1,64.99,58,NA,NA,153.99
2002,1,ITO,OGG,199,11,0,0,0,66.01,77.01,NA,NA,NA
2002,1,ITO,KOA,0,0,0,0,0,NA,NA,NA,NA,NA
2002,1,ITO,LIH,55,45,0,0,0,56,55.01,NA,NA,NA
2002,2,HNL,OGG,774,468,0,1,6,69.5,66,NA,22.68,62.5
2002,2,HNL,KOA,675,436,0,0,2,71,65.99,NA,NA,148.01
2002,2,HNL,LIH,536,346,0,0,0,69,62,NA,NA,NA
2002,2,HNL,ITO,441,261,0,0,0,68.49,64.5,NA,NA,NA
2002,2,OGG,HNL,724,438,0,3,9,67,66,NA,78.5,56
2002,2,OGG,KOA,197,123,0,0,0,54.9,57,NA,NA,NA
2002,2,OGG,LIH,169,327,0,0,0,73.99,75.75,NA,NA,NA
2002,2,OGG,ITO,181,50,0,0,0,65,6,NA,NA,NA
2002,2,KOA,HNL,675,466,0,0,1,70,65.99,NA,NA,135
2002,2,KOA,OGG,146,86,0,0,0,66,75.25,NA,NA,NA
2002,2,KOA,LIH,76,124,0,0,0,62.505,73.01,NA,NA,NA
2002,2,KOA,ITO,0,12,0,0,0,NA,35,NA,NA,NA
2002,2,LIH,HNL,518,338,0,0,0,69,60.5,NA,NA,NA
2002,2,LIH,OGG,128,341,0,0,0,65.395,73.99,NA,NA,NA
2002,2,LIH,KOA,75,125,0,0,0,66.99,76.99,NA,NA,NA
2002,2,LIH,ITO,85,32,0,0,0,55.01,56.495,NA,NA,NA
2002,2,ITO,HNL,388,253,0,0,1,67,64,NA,NA,148
2002,2,ITO,OGG,180,40,0,0,0,67,57,NA,NA,NA
2002,2,ITO,KOA,0,0,0,0,0,NA,NA,NA,NA,NA
2002,2,ITO,LIH,53,33,0,0,0,58,56.99,NA,NA,NA
2002,3,HNL,OGG,681,459,0,0,0,69.5,71,NA,NA,NA
2002,3,HNL,KOA,527,373,0,0,0,67.74,71.5,NA,NA,NA
2002,3,HNL,LIH,479,324,0,0,0,71,69.5,NA,NA,NA
2002,3,HNL,ITO,429,260,0,0,0,64.99,71.25,NA,NA,NA
2002,3,OGG,HNL,614,389,0,0,5,70.75,71,NA,NA,56.5
2002,3,OGG,KOA,174,129,0,0,1,65.5,58.03,NA,NA,83.5
2002,3,OGG,LIH,203,283,0,0,0,71.99,76.25,NA,NA,NA
2002,3,OGG,ITO,166,44,0,0,0,67.51,50,NA,NA,NA
2002,3,KOA,HNL,546,442,0,0,0,67.5,71.99,NA,NA,NA
2002,3,KOA,OGG,150,147,0,0,0,65.5,77,NA,NA,NA
2002,3,KOA,LIH,69,143,0,0,0,69,70.02,NA,NA,NA
2002,3,KOA,ITO,0,8,0,0,0,NA,34,NA,NA,NA
2002,3,LIH,HNL,476,326,0,0,0,71.5,69.5,NA,NA,NA
2002,3,LIH,OGG,147,300,0,0,0,72.5,75,NA,NA,NA
2002,3,LIH,KOA,113,141,0,0,0,60.79,70.02,NA,NA,NA
2002,3,LIH,ITO,69,62,0,0,0,55.01,58,NA,NA,NA
2002,3,ITO,HNL,436,229,0,0,0,67.25,73.5,NA,NA,NA
2002,3,ITO,OGG,224,44,0,0,0,66.01,48.965,NA,NA,NA
2002,3,ITO,KOA,0,8,0,0,0,NA,35,NA,NA,NA
2002,3,ITO,LIH,104,44,0,0,0,53.01,56.99,NA,NA,NA
2002,4,HNL,OGG,733,440,0,3,3,74.5,72.5,NA,77,74.5
2002,4,HNL,KOA,640,459,0,0,0,68,71,NA,NA,NA
2002,4,HNL,LIH,596,357,0,0,0,70,69,NA,NA,NA
2002,4,HNL,ITO,399,354,0,0,0,67,68.99,NA,NA,NA
2002,4,OGG,HNL,668,423,0,3,7,72,70.5,NA,74,71
2002,4,OGG,KOA,172,142,0,0,0,62,63.5,NA,NA,NA
2002,4,OGG,LIH,157,287,0,0,0,67.99,73.99,NA,NA,NA
2002,4,OGG,ITO,116,3,0,0,0,60.5,8,NA,NA,NA
2002,4,KOA,HNL,641,512,0,0,1,69.5,71,NA,NA,155
2002,4,KOA,OGG,181,132,0,0,0,65,75,NA,NA,NA
2002,4,KOA,LIH,79,120,0,0,1,66.01,68.01,NA,NA,151.01
2002,4,KOA,ITO,9,0,0,0,0,62,NA,NA,NA,NA
2002,4,LIH,HNL,557,404,0,0,0,68,69,NA,NA,NA
2002,4,LIH,OGG,114,246,0,0,0,70.72,73.87,NA,NA,NA
2002,4,LIH,KOA,53,111,0,0,0,87,70.38,NA,NA,NA
2002,4,LIH,ITO,66,59,0,0,0,53.01,56.99,NA,NA,NA
2002,4,ITO,HNL,364,323,0,0,0,68.99,71,NA,NA,NA
2002,4,ITO,OGG,156,45,0,0,0,60,66.01,NA,NA,NA
2002,4,ITO,KOA,6,8,0,0,0,2,35,NA,NA,NA
2002,4,ITO,LIH,40,51,0,0,0,55.01,58,NA,NA,NA
2003,1,HNL,OGG,691,573,0,5,4,69.5,69.5,NA,69.5,84.75
2003,1,HNL,KOA,619,541,0,0,0,69,73.01,NA,NA,NA
2003,1,HNL,LIH,463,422,0,0,0,71.5,70.5,NA,NA,NA
2003,1,HNL,ITO,437,412,0,0,0,69.51,64.99,NA,NA,NA
2003,1,OGG,HNL,682,544,0,8,5,69.5,68.5,NA,72.25,65.5
2003,1,OGG,KOA,223,206,0,0,0,68,66,NA,NA,NA
2003,1,OGG,LIH,161,351,0,0,1,81,72.5,NA,NA,118.01
2003,1,OGG,ITO,0,0,0,0,0,NA,NA,NA,NA,NA
2003,1,KOA,HNL,649,601,0,0,0,69.5,72.5,NA,NA,NA
2003,1,KOA,OGG,192,184,0,0,0,78,66,NA,NA,NA
2003,1,KOA,LIH,112,179,0,0,0,81,67.01,NA,NA,NA
2003,1,KOA,ITO,2,0,0,0,0,64,NA,NA,NA,NA
2003,1,LIH,HNL,432,474,0,0,0,70.75,70.5,NA,NA,NA
2003,1,LIH,OGG,70,326,0,0,0,87,71.99,NA,NA,NA
2003,1,LIH,KOA,69,187,0,0,0,85.99,69.01,NA,NA,NA
2003,1,LIH,ITO,65,79,0,0,0,62.01,69.01,NA,NA,NA
2003,1,ITO,HNL,356,353,0,0,0,70.01,67.5,NA,NA,NA
2003,1,ITO,OGG,49,54,0,0,0,85,71.98,NA,NA,NA
2003,1,ITO,KOA,0,0,0,0,0,NA,NA,NA,NA,NA
2003,1,ITO,LIH,23,82,0,0,0,85.99,69.01,NA,NA,NA
2003,2,HNL,OGG,797,567,0,5,3,67.5,69.5,NA,57,66
2003,2,HNL,KOA,731,528,0,0,1,73.01,71.5,NA,NA,155.02
2003,2,HNL,LIH,663,454,0,0,0,68.5,72,NA,NA,NA
2003,2,HNL,ITO,586,403,0,0,0,68.245,71.5,NA,NA,NA
2003,2,OGG,HNL,856,534,0,7,7,66,68.5,NA,80,65.5
2003,2,OGG,KOA,248,201,0,0,0,79.5,68,NA,NA,NA
2003,2,OGG,LIH,220,452,0,0,0,85,77,NA,NA,NA
2003,2,OGG,ITO,21,8,0,0,0,58,57,NA,NA,NA
2003,2,KOA,HNL,728,576,0,0,0,73.01,69.99,NA,NA,NA
2003,2,KOA,OGG,179,152,0,0,0,83.5,69,NA,NA,NA
2003,2,KOA,LIH,131,180,0,0,1,86,72.01,NA,NA,16.99
2003,2,KOA,ITO,0,1,0,0,0,NA,63,NA,NA,NA
2003,2,LIH,HNL,621,476,0,0,1,70,72,NA,NA,171.99
2003,2,LIH,OGG,266,453,0,0,1,85,73,NA,NA,52.99
2003,2,LIH,KOA,111,194,0,0,0,81.01,73.01,NA,NA,NA
2003,2,LIH,ITO,60,72,0,0,0,76,71.725,NA,NA,NA
2003,2,ITO,HNL,466,390,0,0,0,70.89,71.99,NA,NA,NA
2003,2,ITO,OGG,114,84,0,0,0,79.755,74.005,NA,NA,NA
2003,2,ITO,KOA,0,0,0,0,0,NA,NA,NA,NA,NA
2003,2,ITO,LIH,52,41,0,0,0,65,83,NA,NA,NA
2003,3,HNL,OGG,710,507,0,7,3,72,74,NA,78.5,142
2003,3,HNL,KOA,601,488,0,0,3,72.5,74.51,NA,NA,158.01
2003,3,HNL,LIH,523,431,0,0,1,70,70,NA,NA,2.5
2003,3,HNL,ITO,515,382,0,0,0,71.99,70.5,NA,NA,NA
2003,3,OGG,HNL,662,537,0,16,14,67.5,71,NA,79.25,66.5
2003,3,OGG,KOA,248,238,0,0,0,79.25,69,NA,NA,NA
2003,3,OGG,LIH,283,497,0,0,1,87,79.99,NA,NA,81.99
2003,3,OGG,ITO,0,2,0,0,1,NA,75,NA,NA,49.91
2003,3,KOA,HNL,614,594,0,0,2,79.75,78.755,NA,NA,155.5
2003,3,KOA,OGG,220,236,0,0,0,85.5,73,NA,NA,NA
2003,3,KOA,LIH,140,212,0,0,1,85.995,75.76,NA,NA,161.99
2003,3,KOA,ITO,0,0,0,0,0,NA,NA,NA,NA,NA
2003,3,LIH,HNL,550,432,0,0,1,70,71.5,NA,NA,2.5
2003,3,LIH,OGG,248,473,0,0,0,85,77.51,NA,NA,NA
2003,3,LIH,KOA,104,240,0,0,0,86.515,75.655,NA,NA,NA
2003,3,LIH,ITO,62,87,0,0,0,68.005,74.98,NA,NA,NA
2003,3,ITO,HNL,466,313,0,0,0,71.5,74,NA,NA,NA
2003,3,ITO,OGG,61,56,0,0,0,85,74.99,NA,NA,NA
2003,3,ITO,KOA,0,0,0,0,0,NA,NA,NA,NA,NA
2003,3,ITO,LIH,61,109,0,0,0,78.99,74,NA,NA,NA
2003,4,HNL,OGG,837,600,0,10,1,85,80,NA,80.25,66.5
2003,4,HNL,KOA,794,661,0,0,1,81.5,80.99,NA,NA,199
2003,4,HNL,LIH,684,519,0,0,0,74,76,NA,NA,NA
2003,4,HNL,ITO,561,492,0,0,0,75.49,77.24,NA,NA,NA
2003,4,OGG,HNL,874,661,0,14,6,78.5,76.5,NA,81.25,67.5
2003,4,OGG,KOA,237,253,0,0,0,79.5,77,NA,NA,NA
2003,4,OGG,LIH,228,320,0,0,1,92.75,80.75,NA,NA,75
2003,4,OGG,ITO,3,12,0,0,0,60,68,NA,NA,NA
2003,4,KOA,HNL,794,684,0,0,0,83,81.245,NA,NA,NA
2003,4,KOA,OGG,202,220,0,0,0,88.5,78,NA,NA,NA
2003,4,KOA,LIH,63,158,0,0,0,88.89,77.495,NA,NA,NA
2003,4,KOA,ITO,0,0,0,0,0,NA,NA,NA,NA,NA
2003,4,LIH,HNL,647,537,0,0,0,75,76,NA,NA,NA
2003,4,LIH,OGG,197,332,0,0,1,89.71,80.245,NA,NA,114.01
2003,4,LIH,KOA,51,162,0,0,0,89.99,80,NA,NA,NA
2003,4,LIH,ITO,45,127,0,0,0,94,76,NA,NA,NA
2003,4,ITO,HNL,497,436,0,0,0,77,78.49,NA,NA,NA
2003,4,ITO,OGG,38,74,0,0,0,88.495,92.005,NA,NA,NA
2003,4,ITO,KOA,0,0,0,0,0,NA,NA,NA,NA,NA
2003,4,ITO,LIH,35,117,0,0,0,98.99,74.98,NA,NA,NA
2004,1,HNL,OGG,939,811,0,10,4,86.5,82,NA,80.75,70.25
2004,1,HNL,KOA,787,740,0,0,0,83.5,82.45,NA,NA,NA
2004,1,HNL,LIH,638,621,0,0,0,78.25,75.5,NA,NA,NA
2004,1,HNL,ITO,591,597,0,0,0,78.99,80.01,NA,NA,NA
2004,1,OGG,HNL,846,804,0,12,9,83,78,NA,85.5,70
2004,1,OGG,KOA,222,339,0,0,0,75,74,NA,NA,NA
2004,1,OGG,LIH,250,462,0,0,0,97,82.99,NA,NA,NA
2004,1,OGG,ITO,0,10,0,0,0,NA,40,NA,NA,NA
2004,1,KOA,HNL,878,816,0,0,0,86.99,80.99,NA,NA,NA
2004,1,KOA,OGG,174,287,0,0,0,92.5,79,NA,NA,NA
2004,1,KOA,LIH,81,252,0,0,2,89.99,85.745,NA,NA,154.01
2004,1,KOA,ITO,9,0,0,0,0,60,NA,NA,NA,NA
2004,1,LIH,HNL,632,612,0,0,0,77.5,78,NA,NA,NA
2004,1,LIH,OGG,210,507,0,0,0,97,85,NA,NA,NA
2004,1,LIH,KOA,64,232,0,0,0,96.99,80,NA,NA,NA
2004,1,LIH,ITO,50,135,0,0,0,92,76,NA,NA,NA
2004,1,ITO,HNL,496,489,0,0,0,81,84.5,NA,NA,NA
2004,1,ITO,OGG,66,135,0,0,0,91.99,82,NA,NA,NA
2004,1,ITO,KOA,0,0,0,0,0,NA,NA,NA,NA,NA
2004,1,ITO,LIH,34,138,0,0,0,92,77.5,NA,NA,NA
2004,2,HNL,OGG,1007,909,0,11,27,88.5,90,NA,60.5,140
2004,2,HNL,KOA,911,895,0,43,7,89.99,91.49,NA,85.49,138
2004,2,HNL,LIH,743,684,0,0,0,80.5,87.5,NA,NA,NA
2004,2,HNL,ITO,672,833,0,0,0,94,92.28,NA,NA,NA
2004,2,OGG,HNL,1015,977,0,14,4,85.5,82,NA,84.5,68.5
2004,2,OGG,KOA,268,159,0,18,0,83,76.5,NA,52.03,NA
2004,2,OGG,LIH,278,450,0,0,2,101,84.75,NA,NA,135.51
2004,2,OGG,ITO,0,1,0,0,0,NA,45,NA,NA,NA
2004,2,KOA,HNL,975,939,0,48,8,94,91.49,NA,85.49,157.01
2004,2,KOA,OGG,190,150,0,6,0,93,76.5,NA,76.5,NA
2004,2,KOA,LIH,73,183,0,0,2,104.01,81.99,NA,NA,99.005
2004,2,KOA,ITO,1,0,0,0,0,88.5,NA,NA,NA,NA
2004,2,LIH,HNL,716,726,0,0,0,82,86.5,NA,NA,NA
2004,2,LIH,OGG,214,438,0,0,1,99.83,87,NA,NA,123.98
2004,2,LIH,KOA,68,228,0,0,1,104.01,79.75,NA,NA,81.99
2004,2,LIH,ITO,47,131,0,0,0,96.99,80.99,NA,NA,NA
2004,2,ITO,HNL,595,682,0,0,1,94.5,95.49,NA,NA,84
2004,2,ITO,OGG,66,112,0,0,1,105.99,90,NA,NA,47.4
2004,2,ITO,KOA,0,0,0,0,1,NA,NA,NA,NA,88.5
2004,2,ITO,LIH,34,127,0,0,0,96.99,80.01,NA,NA,NA
2004,3,HNL,OGG,728,764,0,7,39,80,80,NA,71.5,146.99
2004,3,HNL,KOA,743,727,0,30,20,89,86,NA,89,138
2004,3,HNL,LIH,550,556,0,0,0,83.75,80,NA,NA,NA
2004,3,HNL,ITO,521,521,0,1,2,89.51,78.49,NA,114.5,143.505
2004,3,OGG,HNL,791,758,0,19,3,78,75.25,NA,81.5,77
2004,3,OGG,KOA,209,10,0,8,9,92,63.32,NA,64.95,70
2004,3,OGG,LIH,278,535,0,1,0,102.01,91.99,NA,94.5,NA
2004,3,OGG,ITO,0,5,0,0,0,NA,45,NA,NA,NA
2004,3,KOA,HNL,846,724,0,44,9,89.745,86.99,NA,87.995,143
2004,3,KOA,OGG,219,15,0,0,0,99,67,NA,NA,NA
2004,3,KOA,LIH,119,250,0,0,0,107.01,87,NA,NA,NA
2004,3,KOA,ITO,2,0,0,0,0,99,NA,NA,NA,NA
2004,3,LIH,HNL,585,600,0,0,0,80,80,NA,NA,NA
2004,3,LIH,OGG,172,516,0,0,3,101.505,93,NA,NA,145.01
2004,3,LIH,KOA,78,247,0,0,3,110.49,85.01,NA,NA,185.99
2004,3,LIH,ITO,41,98,0,0,0,103.99,87,NA,NA,NA
2004,3,ITO,HNL,479,443,0,6,1,89.51,80.01,NA,92.505,171.01
2004,3,ITO,OGG,47,83,0,1,1,96,82,NA,42.36,56.37
2004,3,ITO,KOA,0,0,0,0,0,NA,NA,NA,NA,NA
2004,3,ITO,LIH,44,115,0,0,0,103.99,87,NA,NA,NA
2004,4,HNL,OGG,643,578,0,13,22,88,76.5,NA,87.5,137.505
2004,4,HNL,KOA,689,656,0,7,7,93.01,80,NA,94.51,133
2004,4,HNL,LIH,515,525,0,5,0,87,80,NA,86,NA
2004,4,HNL,ITO,539,521,0,6,0,88,78.49,NA,99.75,NA
2004,4,OGG,HNL,730,591,0,35,5,81,73.5,NA,81.5,78
2004,4,OGG,KOA,163,0,0,0,8,86,NA,NA,NA,69
2004,4,OGG,LIH,223,280,0,3,1,97.99,92.295,NA,75.59,219.01
2004,4,OGG,ITO,0,0,0,0,0,NA,NA,NA,NA,NA
2004,4,KOA,HNL,683,640,0,29,2,96.07,83,NA,90.5,184.99
2004,4,KOA,OGG,176,0,0,0,0,91,NA,NA,NA,NA
2004,4,KOA,LIH,91,216,0,0,0,103.99,86.5,NA,NA,NA
2004,4,KOA,ITO,0,0,0,0,0,NA,NA,NA,NA,NA
2004,4,LIH,HNL,508,467,0,20,0,82,78.5,NA,87.5,NA
2004,4,LIH,OGG,134,275,0,6,2,102.01,91.51,NA,93.005,123.01
2004,4,LIH,KOA,60,187,0,0,0,100.5,86,NA,NA,NA
2004,4,LIH,ITO,40,66,0,0,0,92,87,NA,NA,NA
2004,4,ITO,HNL,451,427,0,13,0,93.51,82.49,NA,83.51,NA
2004,4,ITO,OGG,30,74,0,3,0,96,83.5,NA,63.91,NA
2004,4,ITO,KOA,0,0,0,0,0,NA,NA,NA,NA,NA
2004,4,ITO,LIH,34,57,0,0,2,98.5,87,NA,NA,256.005
2005,1,HNL,OGG,700,618,0,9,76,82.5,76.5,NA,80,74.5
2005,1,HNL,KOA,724,728,0,1,10,95,90.5,NA,122.01,170.495
2005,1,HNL,LIH,588,548,0,9,0,88.5,77.5,NA,87.5,NA
2005,1,HNL,ITO,487,535,0,2,1,94.5,82.49,NA,78.255,176
2005,1,OGG,HNL,736,598,0,25,49,78.5,75,NA,92,64.5
2005,1,OGG,KOA,213,2,0,2,2,86.5,31.25,NA,95.61,61.75
2005,1,OGG,LIH,221,393,0,3,0,93.99,81.51,NA,83.99,NA
2005,1,OGG,ITO,0,0,0,1,0,NA,NA,NA,66.43,NA
2005,1,KOA,HNL,842,728,0,8,1,94.51,91.49,NA,89,154.01
2005,1,KOA,OGG,163,1,0,0,0,94.5,50.5,NA,NA,NA
2005,1,KOA,LIH,73,280,0,0,0,94,90,NA,NA,NA
2005,1,KOA,ITO,0,0,0,0,0,NA,NA,NA,NA,NA
2005,1,LIH,HNL,643,565,0,14,0,87.5,78,NA,87.5,NA
2005,1,LIH,OGG,76,393,0,20,0,93.99,88.19,NA,95.51,NA
2005,1,LIH,KOA,70,220,0,0,1,96.99,89.245,NA,NA,5.01
2005,1,LIH,ITO,54,82,0,0,1,96.99,92,NA,NA,231.01
2005,1,ITO,HNL,414,495,0,15,0,97.01,83.51,NA,97.5,NA
2005,1,ITO,OGG,66,94,0,2,0,95.005,85,NA,52.425,NA
2005,1,ITO,KOA,0,0,0,0,0,NA,NA,NA,NA,NA
2005,1,ITO,LIH,44,91,0,0,2,92,87,NA,NA,177
2005,2,HNL,OGG,632,589,0,8,19,82.5,81,NA,92,179
2005,2,HNL,KOA,646,573,0,1,8,88,82.01,NA,94,173
2005,2,HNL,LIH,565,535,0,8,0,88,78,NA,79,NA
2005,2,HNL,ITO,462,433,0,0,0,90.01,80.01,NA,NA,NA
2005,2,OGG,HNL,671,632,0,15,5,75,77.5,NA,88,60
2005,2,OGG,KOA,152,1,0,0,2,89.1,6,NA,NA,69.66
2005,2,OGG,LIH,209,386,0,3,1,93.99,82.4,NA,135.12,145.98
2005,2,OGG,ITO,0,1,0,0,0,NA,6,NA,NA,NA
2005,2,KOA,HNL,652,540,0,5,0,89.5,82.49,NA,87.5,NA
2005,2,KOA,OGG,110,1,0,1,0,93.5,6,NA,81.5,NA
2005,2,KOA,LIH,73,223,0,0,0,107.01,82,NA,NA,NA
2005,2,KOA,ITO,0,1,0,0,0,NA,54,NA,NA,NA
2005,2,LIH,HNL,601,524,0,17,0,84,79.5,NA,81.5,NA
2005,2,LIH,OGG,149,363,0,29,3,105,87,NA,114.29,178.01
2005,2,LIH,KOA,77,232,0,1,2,98,82,NA,103.99,195.495
2005,2,LIH,ITO,40,80,0,0,0,92,79.755,NA,NA,NA
2005,2,ITO,HNL,479,386,0,10,0,94,82.49,NA,89.25,NA
2005,2,ITO,OGG,118,45,0,4,0,88,94.99,NA,64.805,NA
2005,2,ITO,KOA,0,0,0,0,0,NA,NA,NA,NA,NA
2005,2,ITO,LIH,48,107,0,0,0,98.01,79.5,NA,NA,NA
2005,3,HNL,OGG,691,650,0,6,19,98,82.5,NA,91.25,183
2005,3,HNL,KOA,675,687,0,1,6,105.49,86.99,NA,111.49,185.5
2005,3,HNL,LIH,542,607,0,6,0,99.25,80.5,NA,81.5,NA
2005,3,HNL,ITO,476,555,0,1,0,91.61,85,NA,85,NA
2005,3,OGG,HNL,729,640,0,19,2,84,79.75,NA,89,68.5
2005,3,OGG,KOA,227,1,0,0,13,89,133,NA,NA,84
2005,3,OGG,LIH,228,434,0,11,0,106.24,87,NA,114.01,NA
2005,3,OGG,ITO,5,1,0,0,0,74,93,NA,NA,NA
2005,3,KOA,HNL,690,691,0,11,0,105.49,86.99,NA,93.5,NA
2005,3,KOA,OGG,203,0,0,0,0,93,NA,NA,NA,NA
2005,3,KOA,LIH,90,293,0,0,0,104.5,88,NA,NA,NA
2005,3,KOA,ITO,0,0,0,0,0,NA,NA,NA,NA,NA
2005,3,LIH,HNL,570,580,0,11,1,90.75,83,NA,83.5,160
2005,3,LIH,OGG,168,464,0,29,5,105,89.99,NA,113,205.01
2005,3,LIH,KOA,78,302,0,0,0,104.01,86,NA,NA,NA
2005,3,LIH,ITO,59,120,0,0,1,98.01,82.01,NA,NA,176
2005,3,ITO,HNL,432,463,0,4,0,99.49,87,NA,99.5,NA
2005,3,ITO,OGG,127,59,0,3,0,89,91.99,NA,63.91,NA
2005,3,ITO,KOA,0,0,0,0,0,NA,NA,NA,NA,NA
2005,3,ITO,LIH,43,116,0,0,0,103.99,84.745,NA,NA,NA
2005,4,HNL,OGG,655,541,0,7,90,89.5,82.5,NA,67.5,67.5
2005,4,HNL,KOA,598,660,0,2,7,95.5,88,NA,100.75,176
2005,4,HNL,LIH,456,449,0,2,0,94.25,82.5,NA,93,NA
2005,4,HNL,ITO,410,483,0,1,0,91,87,NA,93.51,NA
2005,4,OGG,HNL,682,546,0,30,42,87.25,81.5,NA,59.5,68.25
2005,4,OGG,KOA,158,1,0,0,25,91.5,45,NA,NA,79
2005,4,OGG,LIH,199,308,0,3,0,104.01,84.5,NA,127.08,NA
2005,4,OGG,ITO,0,0,0,0,0,NA,NA,NA,NA,NA
2005,4,KOA,HNL,627,692,0,2,0,95.5,86.99,NA,79.005,NA
2005,4,KOA,OGG,142,2,0,5,0,93,103.75,NA,74.5,NA
2005,4,KOA,LIH,50,153,0,1,0,103.005,82,NA,132.74,NA
2005,4,KOA,ITO,0,0,0,0,0,NA,NA,NA,NA,NA
2005,4,LIH,HNL,493,448,0,6,0,87.5,87,NA,90,NA
2005,4,LIH,OGG,156,318,0,23,0,97.99,84.5,NA,104.98,NA
2005,4,LIH,KOA,51,159,0,1,0,104.01,82,NA,88,NA
2005,4,LIH,ITO,30,62,0,0,0,109.01,82.01,NA,NA,NA
2005,4,ITO,HNL,401,433,0,2,0,97.5,88,NA,89.255,NA
2005,4,ITO,OGG,56,44,0,1,0,94.5,77.01,NA,62.84,NA
2005,4,ITO,KOA,0,0,0,0,0,NA,NA,NA,NA,NA
2005,4,ITO,LIH,21,93,0,0,1,98.01,82.01,NA,NA,174
2006,1,HNL,OGG,708,493,0,5,73,94,81.5,NA,72.5,72.5
2006,1,HNL,KOA,584,555,0,0,9,95.505,88.49,NA,NA,190
2006,1,HNL,LIH,498,474,0,7,0,93.75,87.25,NA,89.51,NA
2006,1,HNL,ITO,397,492,0,1,3,90.01,86.51,NA,90.01,189.99
2006,1,OGG,HNL,741,516,0,25,35,89.5,81,NA,72.5,70
2006,1,OGG,KOA,171,1,0,0,11,91.5,69.38,NA,NA,74.5
2006,1,OGG,LIH,152,327,0,2,0,101,87,NA,133.31,NA
2006,1,OGG,ITO,0,0,0,0,0,NA,NA,NA,NA,NA
2006,1,KOA,HNL,650,600,0,0,1,96.535,88,NA,NA,206.99
2006,1,KOA,OGG,154,1,0,8,0,103,72,NA,69.75,NA
2006,1,KOA,LIH,40,102,0,0,0,121.505,96.99,NA,NA,NA
2006,1,KOA,ITO,0,0,0,0,0,NA,NA,NA,NA,NA
2006,1,LIH,HNL,561,449,0,13,0,95,89,NA,87,NA
2006,1,LIH,OGG,121,337,0,13,0,94.5,93.51,NA,97,NA
2006,1,LIH,KOA,59,104,0,0,2,100.01,85.99,NA,NA,217.99
2006,1,LIH,ITO,36,45,0,0,0,101.505,78.01,NA,NA,NA
2006,1,ITO,HNL,349,432,0,0,0,92.49,88,NA,NA,NA
2006,1,ITO,OGG,76,45,0,1,0,94.01,82,NA,68.22,NA
2006,1,ITO,KOA,0,0,0,0,0,NA,NA,NA,NA,NA
2006,1,ITO,LIH,53,52,0,0,0,107.01,76.99,NA,NA,NA
2006,2,HNL,OGG,699,622,121,12,12,89,74.07,58.5,61.5,161.995
2006,2,HNL,KOA,600,565,168,3,9,91,77,58.505,86.99,190
2006,2,HNL,LIH,569,593,127,9,0,85.5,75.83,53,86.5,NA
2006,2,HNL,ITO,469,504,36,1,0,84.5,78.6,46.25,77,NA
2006,2,OGG,HNL,744,642,107,17,1,86,73,58.5,80,75
2006,2,OGG,KOA,169,0,3,1,22,93,NA,87,61.89,85
2006,2,OGG,LIH,132,224,7,5,0,102.01,95,87,122.41,NA
2006,2,OGG,ITO,0,0,1,2,0,NA,NA,87,79.065,NA
2006,2,KOA,HNL,683,581,176,7,1,96.01,77,54.51,80,229
2006,2,KOA,OGG,117,0,5,5,0,95,NA,87,76.5,NA
2006,2,KOA,LIH,58,69,0,0,0,98,96.99,NA,NA,NA
2006,2,KOA,ITO,1,0,0,0,0,66,NA,NA,NA,NA
2006,2,LIH,HNL,607,558,129,8,0,81.5,75.665,49.5,54,NA
2006,2,LIH,OGG,113,229,6,19,0,97.99,95.99,87,96.5,NA
2006,2,LIH,KOA,47,84,0,0,0,98,93,NA,NA,NA
2006,2,LIH,ITO,41,47,0,0,0,107.99,89.99,NA,NA,NA
2006,2,ITO,HNL,486,495,35,10,0,81.99,85,44.5,73.01,NA
2006,2,ITO,OGG,62,44,0,2,0,93.25,103,NA,74.865,NA
2006,2,ITO,KOA,0,0,0,0,0,NA,NA,NA,NA,NA
